Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Processed_Summary,Processed_Text,POS_Tags_Summary,POS_Tags_Text,Sentiment_Summary,Sentiment_Text
134,B003OB0IB8,AOTEC8KEH8JGN,Seth S Moyers,0,0,5,1334880000,Great value and convenient ramen,"Got these on sale for roughly 25 cents per cup, which is half the price of my local grocery stores, plus they rarely stock the spicy flavors. These things are a GREAT snack for my office where time is constantly crunched and sometimes you can't escape for a real meal. This is one of my favorite flavors of Instant Lunch and will be back to buy every time it goes on sale.",great value convenient ramen,got sale roughly cents per cup half price local grocery stores plus rarely stock spicy flavors things great snack office time constantly crunched sometimes cant escape real meal one favorite flavors instant lunch back buy every time goes sale,"[('great', 'JJ'), ('value', 'NN'), ('convenient', 'NN'), ('ramen', 'NNS')]","[('got', 'VBD'), ('sale', 'NN'), ('roughly', 'RB'), ('cents', 'NNS'), ('per', 'IN'), ('cup', 'NN'), ('half', 'NN'), ('price', 'NN'), ('local', 'JJ'), ('grocery', 'NN'), ('stores', 'NNS'), ('plus', 'CC'), ('rarely', 'RB'), ('stock', 'NN'), ('spicy', 'NN'), ('flavors', 'NNS'), ('things', 'NNS'), ('great', 'JJ'), ('snack', 'JJ'), ('office', 'NN'), ('time', 'NN'), ('constantly', 'RB'), ('crunched', 'VBN'), ('sometimes', 'RB'), ('cant', 'JJ'), ('escape', 'NN'), ('real', 'JJ'), ('meal', 'NN'), ('one', 'CD'), ('favorite', 'JJ'), ('flavors', 'NNS'), ('instant', 'VBP'), ('lunch', 'NN'), ('back', 'RB'), ('buy', 'VB'), ('every', 'DT'), ('time', 'NN'), ('goes', 'VBZ'), ('sale', 'NN')]",0.7579,0.8082
135,B003OB0IB8,A1D0URD0AL237J,Mother of Pearl,0,0,5,1334620800,great flavor,i have bought allot of different flavors and this happens to be one of my favorites and will be getting more soon,great flavor,bought allot different flavors happens one favorites getting soon,"[('great', 'JJ'), ('flavor', 'NN')]","[('bought', 'VBN'), ('allot', 'NN'), ('different', 'JJ'), ('flavors', 'NNS'), ('happens', 'VBZ'), ('one', 'CD'), ('favorites', 'VBZ'), ('getting', 'VBG'), ('soon', 'RB')]",0.6249,0.4215
136,B003OB0IB8,A2BZNXMV0LC7OE,Alanna,0,0,4,1333756800,"Tastes great, but is cheaper locally.","I love this flavor of ramen! I don't eat other flavors anymore because they taste too bland by comparison. For the convenience of having it delivered to my home (I have prime, so I get it in two days and don't have to pay for the shipping), the price on amazon isn't bad at all, but it is still cheaper to run down and pick up a case of this at the grocery store.",tastes great cheaper locally,love flavor ramen dont eat flavors anymore taste bland comparison convenience delivered home prime get two days dont pay shipping price amazon isnt bad still cheaper run pick case grocery store,"[('tastes', 'NNS'), ('great', 'JJ'), ('cheaper', 'JJR'), ('locally', 'RB')]","[('love', 'VB'), ('flavor', 'NN'), ('ramen', 'NNS'), ('dont', 'VBP'), ('eat', 'JJ'), ('flavors', 'NNS'), ('anymore', 'RB'), ('taste', 'VBP'), ('bland', 'NN'), ('comparison', 'NN'), ('convenience', 'NN'), ('delivered', 'VBD'), ('home', 'NN'), ('prime', 'NN'), ('get', 'VB'), ('two', 'CD'), ('days', 'NNS'), ('dont', 'JJ'), ('pay', 'VBP'), ('shipping', 'VBG'), ('price', 'NN'), ('amazon', 'NN'), ('isnt', 'NN'), ('bad', 'JJ'), ('still', 'RB'), ('cheaper', 'JJR'), ('run', 'NN'), ('pick', 'NN'), ('case', 'NN'), ('grocery', 'NN'), ('store', 'NN')]",0.3716,0.6503
137,B002SRYRE8,A198FU6P1BVUNZ,Sarah,0,0,5,1349740800,Tastes awesome & looks beautiful,"The BEST investment I've ever made for ginger. It's unbelievable! It's fibrous like the real ginger, has that spicy kick to it, but it's perfect with the sugar - calms it down.  It's very worth the $40 for 5lbs of it!  I'll be getting more soon - I use these as a topper for my ginger cupcakes and cookies :)",tastes awesome looks beautiful,best investment ive ever made ginger unbelievable fibrous like real ginger spicy kick perfect sugar calms worth lbs ill getting soon use topper ginger cupcakes cookies,"[('tastes', 'NNS'), ('awesome', 'VBP'), ('looks', 'VBZ'), ('beautiful', 'JJ')]","[('best', 'RBS'), ('investment', 'NN'), ('ive', 'NN'), ('ever', 'RB'), ('made', 'VBD'), ('ginger', 'NN'), ('unbelievable', 'JJ'), ('fibrous', 'JJ'), ('like', 'IN'), ('real', 'JJ'), ('ginger', 'NN'), ('spicy', 'NN'), ('kick', 'NN'), ('perfect', 'NN'), ('sugar', 'NN'), ('calms', 'NNS'), ('worth', 'JJ'), ('lbs', 'NNS'), ('ill', 'VBP'), ('getting', 'VBG'), ('soon', 'RB'), ('use', 'VBP'), ('topper', 'JJ'), ('ginger', 'NN'), ('cupcakes', 'NNS'), ('cookies', 'NNS')]",0.8402,0.9661
138,B002SRYRE8,A21E0OJ4DSKXNA,Smileface,0,0,5,1342051200,Happy Face,Delicious. I cannot get Australian ginger where I live. This compares favorably to Australian Ginger I've purchased in other cities. Now I can enjoy it without traveling.,happy face,delicious get australian ginger live compares favorably australian ginger ive purchased cities enjoy without traveling,"[('happy', 'JJ'), ('face', 'NN')]","[('delicious', 'JJ'), ('get', 'NN'), ('australian', 'JJ'), ('ginger', 'NN'), ('live', 'JJ'), ('compares', 'VBZ'), ('favorably', 'RB'), ('australian', 'JJ'), ('ginger', 'NN'), ('ive', 'NN'), ('purchased', 'VBD'), ('cities', 'NNS'), ('enjoy', 'VBP'), ('without', 'IN'), ('traveling', 'VBG')]",0.5719,0.8591
139,B002SRYRE8,A1FJJQA34W0F4K,"Gettin Real ""gettin real""",0,0,5,1329177600,Simply the BEST!,"I keep trying other brands.... cheaper brands. Stupid me! This ginger IS soooo worth the money. Tender, moist and never a let down.",simply best,keep trying brands cheaper brands stupid ginger soooo worth money tender moist never let,"[('simply', 'RB'), ('best', 'JJS')]","[('keep', 'VB'), ('trying', 'VBG'), ('brands', 'NNS'), ('cheaper', 'JJR'), ('brands', 'NNS'), ('stupid', 'JJ'), ('ginger', 'NN'), ('soooo', 'NN'), ('worth', 'IN'), ('money', 'NN'), ('tender', 'NN'), ('moist', 'NN'), ('never', 'RB'), ('let', 'VB')]",0.7371,-0.4199
140,B002SRYRE8,A20PK3OCKRRSA5,Mrs. J. Todd,0,0,5,1268265600,Excellent Product/Life Saver,"My son has had acid reflux since birth and has been on every medication available with no improvement, Until an older gentleman came into his work place and told him about this product and I automatically ordered it for him. I was really not expecting any better results than the 1000 other things we have tried. What a surprise! He has not had any heartburn or symptoms since day 2 of starting eating one piece of this Ginger each morning. He can now eat anything and actually enjoy it. This product was a God send for him. Thank you all for it!",excellent productlife saver,son acid reflux since birth every medication available improvement older gentleman came work place told product automatically ordered really expecting better results things tried surprise heartburn symptoms since day starting eating one piece ginger morning eat anything actually enjoy product god send thank,"[('excellent', 'JJ'), ('productlife', 'NN'), ('saver', 'NN')]","[('son', 'NN'), ('acid', 'NN'), ('reflux', 'NN'), ('since', 'IN'), ('birth', 'NN'), ('every', 'DT'), ('medication', 'NN'), ('available', 'JJ'), ('improvement', 'NN'), ('older', 'JJR'), ('gentleman', 'NN'), ('came', 'VBD'), ('work', 'NN'), ('place', 'NN'), ('told', 'VBD'), ('product', 'NN'), ('automatically', 'RB'), ('ordered', 'VBD'), ('really', 'RB'), ('expecting', 'VBG'), ('better', 'RBR'), ('results', 'NNS'), ('things', 'NNS'), ('tried', 'VBD'), ('surprise', 'NN'), ('heartburn', 'NN'), ('symptoms', 'NNS'), ('since', 'IN'), ('day', 'NN'), ('starting', 'VBG'), ('eating', 'VBG'), ('one', 'CD'), ('piece', 'NN'), ('ginger', 'NN'), ('morning', 'NN'), ('eat', 'NN'), ('anything', 'NN'), ('actually', 'RB'), ('enjoy', 'VB'), ('product', 'NN'), ('god', 'JJ'), ('send', 'NN'), ('thank', 'NN')]",0.5719,0.835
141,B001GVISJW,ARS5Q7LR6HWPG,"N. Pine ""pcone""",0,0,4,1314489600,Nice snack,I bought this for our office to give people something sweet to snack on.  Because it's bite size it's easier for people to grab a couple a pieces rather than an entire licorice stick. My only complaint is that one of the bags broke open in shipping.,nice snack,bought office give people something sweet snack bite size easier people grab couple pieces rather entire licorice stick complaint one bags broke open shipping,"[('nice', 'JJ'), ('snack', 'NN')]","[('bought', 'JJ'), ('office', 'NN'), ('give', 'NN'), ('people', 'NNS'), ('something', 'NN'), ('sweet', 'JJ'), ('snack', 'NN'), ('bite', 'NN'), ('size', 'NN'), ('easier', 'JJR'), ('people', 'NNS'), ('grab', 'VBP'), ('couple', 'JJ'), ('pieces', 'NNS'), ('rather', 'RB'), ('entire', 'JJ'), ('licorice', 'NN'), ('stick', 'NN'), ('complaint', 'NN'), ('one', 'CD'), ('bags', 'NN'), ('broke', 'VBD'), ('open', 'JJ'), ('shipping', 'NN')]",0.4215,0.2023
142,B001GVISJW,A2YIO225BTKVPU,"Angel_Boy ""Treat the people around you the wa...",0,0,4,1301788800,Good Licorice,Twizzlers brand licorice is much better than that other well known brand.<br />If you can get these for $2 to $2.50 a package with free s/h it's a good deal.<br />The black and cherry have good taste; but the strawberry taste was too delicate and barely there,good licorice,twizzlers brand licorice much better well known brandbr get package free sh good dealbr black cherry good taste strawberry taste delicate barely,"[('good', 'JJ'), ('licorice', 'NN')]","[('twizzlers', 'NNS'), ('brand', 'NN'), ('licorice', 'RB'), ('much', 'RB'), ('better', 'JJR'), ('well', 'RB'), ('known', 'VBN'), ('brandbr', 'NN'), ('get', 'NN'), ('package', 'NN'), ('free', 'JJ'), ('sh', 'NN'), ('good', 'JJ'), ('dealbr', 'NN'), ('black', 'JJ'), ('cherry', 'NN'), ('good', 'JJ'), ('taste', 'NN'), ('strawberry', 'VBP'), ('taste', 'NN'), ('delicate', 'NN'), ('barely', 'RB')]",0.4404,0.7814
143,B001GVISJW,A1ROND7G1QTOFY,Karon Dixon,0,0,5,1285804800,I love these!!!!!!!!,"I love these.........very tasty!!!!!!!!!!!  Infact, I think I am addicted to them.<br />Buying them in packs of 6 bags - is very reasonable than going to Target and getting a bag.  Savings are about a $1.00 a bag.  I use subscribe and save on these and several other product.  I love subscribe and save!!!!!!!!!!!",love,love thesevery tasty infact think addicted thembr buying packs bags reasonable going target getting bag savings bag use subscribe save several product love subscribe save,"[('love', 'NN')]","[('love', 'VB'), ('thesevery', 'NN'), ('tasty', 'JJ'), ('infact', 'NN'), ('think', 'VBP'), ('addicted', 'VBN'), ('thembr', 'JJ'), ('buying', 'NN'), ('packs', 'NNS'), ('bags', 'VBP'), ('reasonable', 'JJ'), ('going', 'VBG'), ('target', 'NN'), ('getting', 'VBG'), ('bag', 'JJ'), ('savings', 'NNS'), ('bag', 'NN'), ('use', 'NN'), ('subscribe', 'NN'), ('save', 'VB'), ('several', 'JJ'), ('product', 'NN'), ('love', 'VB'), ('subscribe', 'NN'), ('save', 'NN')]",0.7482,0.9296
144,B001GVISJW,A1Z54EM24Y40LL,c2,0,0,5,1269129600,Great for the kids!,"If you are looking for a less messy version of licorice for the children, then be sure to try these!  They're soft, easy to chew, and they don't get your hands all sticky and gross in the car, in the summer, at the beach, etc. We love all the flavos and sometimes mix these in with the chocolate to have a very nice snack! Great item, great price too, highly recommend!",great kids,looking less messy version licorice children sure try theyre soft easy chew dont get hands sticky gross car summer beach etc love flavos sometimes mix chocolate nice snack great item great price highly recommend,"[('great', 'JJ'), ('kids', 'NNS')]","[('looking', 'VBG'), ('less', 'JJR'), ('messy', 'JJ'), ('version', 'NN'), ('licorice', 'NN'), ('children', 'NNS'), ('sure', 'JJ'), ('try', 'VBP'), ('theyre', 'JJ'), ('soft', 'JJ'), ('easy', 'JJ'), ('chew', 'NN'), ('dont', 'NN'), ('get', 'VB'), ('hands', 'NNS'), ('sticky', 'JJ'), ('gross', 'JJ'), ('car', 'NN'), ('summer', 'NN'), ('beach', 'NN'), ('etc', 'FW'), ('love', 'NN'), ('flavos', 'NN'), ('sometimes', 'RB'), ('mix', 'JJ'), ('chocolate', 'NN'), ('nice', 'JJ'), ('snack', 'RB'), ('great', 'JJ'), ('item', 'NN'), ('great', 'JJ'), ('price', 'NN'), ('highly', 'RB'), ('recommend', 'VB')]",0.6588,0.9653
145,B001GVISJW,A281387UUS2IN5,Beantown Jim,0,1,3,1271548800,Bite sized,"I might be mistaken, but it appears that the pieces in this bag were reduced in size.  If they did do that, it was doubtlessly done to make it appear that the buyer got a better deal, having so many pieces after all.  The problem is that the pieces have to be a certain size in order to have enough flavor for your eating experience.  As it is, you have to use 2 or 3 pieces to match the old piece size;  it is not the same.",bite sized,might mistaken appears pieces bag reduced size doubtlessly done make appear buyer got better deal many pieces problem pieces certain size order enough flavor eating experience use pieces match old piece size,"[('bite', 'RB'), ('sized', 'VBN')]","[('might', 'MD'), ('mistaken', 'VB'), ('appears', 'VBZ'), ('pieces', 'NNS'), ('bag', 'NN'), ('reduced', 'VBD'), ('size', 'NN'), ('doubtlessly', 'RB'), ('done', 'VBN'), ('make', 'VBP'), ('appear', 'JJ'), ('buyer', 'NN'), ('got', 'VBD'), ('better', 'JJR'), ('deal', 'VB'), ('many', 'JJ'), ('pieces', 'NNS'), ('problem', 'NN'), ('pieces', 'NNS'), ('certain', 'JJ'), ('size', 'NN'), ('order', 'NN'), ('enough', 'JJ'), ('flavor', 'NN'), ('eating', 'VBG'), ('experience', 'NN'), ('use', 'NN'), ('pieces', 'NNS'), ('match', 'VBP'), ('old', 'JJ'), ('piece', 'NN'), ('size', 'NN')]",0.0,0.6124
146,B0017I8UME,A2NH6XPAZG881D,MarkD,2,2,5,1240012800,Sweet with a nice kick!,"Being a fan of Newman's Pineapple salsa for quite a while, I was looking for a comparable salsa.  This is one of the best tasting salsas I've ever had.  My daughters love it too.  They don't like super chunky salsa and the Berry Mango has a nice smooth texture with small mango pieces.  The salsa is not too sweet, just sweet enough and although it's mild, it has a nice little kick to it.  At this price, it's a steal!",sweet nice kick,fan newmans pineapple salsa quite looking comparable salsa one best tasting salsas ive ever daughters love dont like super chunky salsa berry mango nice smooth texture small mango pieces salsa sweet sweet enough although mild nice little kick price steal,"[('sweet', 'JJ'), ('nice', 'JJ'), ('kick', 'NN')]","[('fan', 'NN'), ('newmans', 'NNS'), ('pineapple', 'JJ'), ('salsa', 'JJ'), ('quite', 'RB'), ('looking', 'VBG'), ('comparable', 'JJ'), ('salsa', 'JJ'), ('one', 'CD'), ('best', 'JJS'), ('tasting', 'VBG'), ('salsas', 'NN'), ('ive', 'JJ'), ('ever', 'RB'), ('daughters', 'NNS'), ('love', 'VBP'), ('dont', 'NN'), ('like', 'IN'), ('super', 'JJ'), ('chunky', 'NN'), ('salsa', 'NN'), ('berry', 'NN'), ('mango', 'NN'), ('nice', 'JJ'), ('smooth', 'JJ'), ('texture', 'NN'), ('small', 'JJ'), ('mango', 'NN'), ('pieces', 'NNS'), ('salsa', 'VBP'), ('sweet', 'JJ'), ('sweet', 'JJ'), ('enough', 'RB'), ('although', 'IN'), ('mild', 'JJ'), ('nice', 'JJ'), ('little', 'JJ'), ('kick', 'JJ'), ('price', 'NN'), ('steal', 'NN')]",0.7263,0.6341
147,B0017I8UME,AKX0RW482WAFD,Barbie,2,2,2,1224633600,BROKEN BOTTLE BOTTOMS!,"The SALSA smelled delicious, as I think it probably was - but, unfortunately, the person, at AMAZON, that is a packer (there is probably several) had very little ""stuffing"" to work with, especially on the bottoms.  Therefore, the bottoms were broken on all three bottles. As I reached for my computer; I was told NO RETURNS (cause it's a food item).  I then looked for a CUSTOMER SERVICE tag; and I found ""none"" on their NEW FACE LIFT.  THEY SEEM TO BE PROUD OF THEIR NEW FACE LIFT BUT...THEY SHOULD AT LEAST HAVE A PLACE TO CONTACT THEM IN EMERGENCIES!  LIKE: I BUY A LOT OF ""STUFF"" AND IT ALL COMES IN STYROFOAM BOXES.  NEVER WOULD I SHIP THINGS<br />ESPECIALLY SALSA - IN A CARDBOARD BOX WITH JUST A STRIPE OF LARGE BUBBLE WRAP ON IT.  NO MATTER HOW MUCH THE CARRIER (FED EX) IS CAREFUL, IT'S GOING TO BREAK SOMEWHERE ALONG THE LINE.  ESPECIALLY IN AN ALL GLASS CONTAINER!  BARBARA L. S.",broken bottle bottoms,salsa smelled delicious think probably unfortunately person amazon packer probably several little stuffing work especially bottoms therefore bottoms broken three bottles reached computer told returns cause food item looked customer service tag found none new face lift seem proud new face lift butthey least place contact emergencies like buy lot stuff comes styrofoam boxes never would ship thingsbr especially salsa cardboard box stripe large bubble wrap matter much carrier fed ex careful going break somewhere along line especially glass container barbara l,"[('broken', 'JJ'), ('bottle', 'NN'), ('bottoms', 'NNS')]","[('salsa', 'NN'), ('smelled', 'VBD'), ('delicious', 'JJ'), ('think', 'NN'), ('probably', 'RB'), ('unfortunately', 'RB'), ('person', 'NN'), ('amazon', 'JJ'), ('packer', 'NN'), ('probably', 'RB'), ('several', 'JJ'), ('little', 'JJ'), ('stuffing', 'VBG'), ('work', 'NN'), ('especially', 'RB'), ('bottoms', 'NNS'), ('therefore', 'RB'), ('bottoms', 'NNS'), ('broken', 'VBD'), ('three', 'CD'), ('bottles', 'NNS'), ('reached', 'VBD'), ('computer', 'NN'), ('told', 'VBD'), ('returns', 'NNS'), ('cause', 'VB'), ('food', 'NN'), ('item', 'NN'), ('looked', 'VBD'), ('customer', 'NN'), ('service', 'NN'), ('tag', 'NN'), ('found', 'VBD'), ('none', 'RB'), ('new', 'JJ'), ('face', 'NN'), ('lift', 'NN'), ('seem', 'VBP'), ('proud', 'JJ'), ('new', 'JJ'), ('face', 'NN'), ('lift', 'NN'), ('butthey', 'IN'), ('least', 'JJS'), ('place', 'NN'), ('contact', 'JJ'), ('emergencies', 'NNS'), ('like', 'IN'), ('buy', 'NN'), ('lot', 'NN'), ('stuff', 'NN'), ('comes', 'VBZ'), ('styrofoam', 'JJ'), ('boxes', 'NNS'), ('never', 'RB'), ('would', 'MD'), ('ship', 'VB'), ('thingsbr', 'VB'), ('especially', 'RB'), ('salsa', 'JJ'), ('cardboard', 'NN'), ('box', 'NN'), ('stripe', 'JJ'), ('large', 'JJ'), ('bubble', 'JJ'), ('wrap', 'NN'), ('matter', 'NN'), ('much', 'RB'), ('carrier', 'NN'), ('fed', 'JJ'), ('ex', 'NN'), ('careful', 'NN'), ('going', 'VBG'), ('break', 'NN'), ('somewhere', 'RB'), ('along', 'RB'), ('line', 'NN'), ('especially', 'RB'), ('glass', 'JJ'), ('container', 'NN'), ('barbara', 'NN'), ('l', 'NN')]",-0.5255,0.7567
148,B0017I8UME,ATBE88PKKQTRA,Matthew R Lehmkuhler,0,0,5,1344384000,Love the salsa!!,This is one of the best salsas that I have found in a long time but stay away from the variety pack. The other two that come with it are not worth your money.,love salsa,one best salsas found long time stay away variety pack two come worth money,"[('love', 'NN'), ('salsa', 'NN')]","[('one', 'CD'), ('best', 'JJS'), ('salsas', 'NN'), ('found', 'VBD'), ('long', 'JJ'), ('time', 'NN'), ('stay', 'VB'), ('away', 'RB'), ('variety', 'NN'), ('pack', 'NN'), ('two', 'CD'), ('come', 'VBP'), ('worth', 'IN'), ('money', 'NN')]",0.6988,0.1533
149,B0064KU9HO,AJFIH0DZYJF7T,Lisa Barton,0,0,3,1350345600,Ehhh...,These remind me of dog treats I made once using pumpkin and cinnamon. They're kind of bland and not my favorite Back To Nature product. But my finace really loves them so that's where the three stars come from.,ehhh,remind dog treats made using pumpkin cinnamon theyre kind bland favorite back nature product finace really loves thats three stars come,"[('ehhh', 'NN')]","[('remind', 'NN'), ('dog', 'NN'), ('treats', 'NNS'), ('made', 'VBD'), ('using', 'VBG'), ('pumpkin', 'JJ'), ('cinnamon', 'NN'), ('theyre', 'NN'), ('kind', 'NN'), ('bland', 'NN'), ('favorite', 'NN'), ('back', 'RB'), ('nature', 'JJ'), ('product', 'NN'), ('finace', 'NN'), ('really', 'RB'), ('loves', 'VBZ'), ('thats', 'NNS'), ('three', 'CD'), ('stars', 'NNS'), ('come', 'VBP')]",0.0,0.6956
150,B0037ZFEW4,ABTKZKAWOK4DC,huntersgun,3,3,5,1326153600,awesome cornmeal,"This is the best cornmeal. I made regular cornbread and hot water cornbread with this meal and both were outstanding. Also fried some oysters with this meal, it gave them a great texture and flovor.",awesome cornmeal,best cornmeal made regular cornbread hot water cornbread meal outstanding also fried oysters meal gave great texture flovor,"[('awesome', 'JJ'), ('cornmeal', 'NN')]","[('best', 'JJS'), ('cornmeal', 'NN'), ('made', 'VBD'), ('regular', 'JJ'), ('cornbread', 'JJ'), ('hot', 'JJ'), ('water', 'NN'), ('cornbread', 'JJ'), ('meal', 'NN'), ('outstanding', 'JJ'), ('also', 'RB'), ('fried', 'VBD'), ('oysters', 'NNS'), ('meal', 'VBP'), ('gave', 'VBD'), ('great', 'JJ'), ('texture', 'NN'), ('flovor', 'NN')]",0.6249,0.9231
151,B00374XSVY,AC567LXSKDNC1,Teeebooo,0,0,5,1341446400,GREAT marinade!,"This is a fabulous marinade!  I love to use it for chicken, either baked in the oven OR on the grill.  This has enough flavor & flair, I've even used it for dinner parties, only to receive rave reviews from my guests!! DEFINITELY worth the price! Super cheap and super easy! Love it!",great marinade,fabulous marinade love use chicken either baked oven grill enough flavor flair ive even used dinner parties receive rave reviews guests definitely worth price super cheap super easy love,"[('great', 'JJ'), ('marinade', 'NN')]","[('fabulous', 'JJ'), ('marinade', 'NN'), ('love', 'NN'), ('use', 'NN'), ('chicken', 'NN'), ('either', 'CC'), ('baked', 'VBD'), ('oven', 'RB'), ('grill', 'JJ'), ('enough', 'RB'), ('flavor', 'NN'), ('flair', 'NN'), ('ive', 'JJ'), ('even', 'RB'), ('used', 'VBD'), ('dinner', 'NN'), ('parties', 'NNS'), ('receive', 'VBP'), ('rave', 'VBP'), ('reviews', 'NNS'), ('guests', 'NNS'), ('definitely', 'RB'), ('worth', 'JJ'), ('price', 'NN'), ('super', 'NN'), ('cheap', 'JJ'), ('super', 'JJ'), ('easy', 'JJ'), ('love', 'NN')]",0.729,0.9858
152,B00374XSVY,A2PW7DRW757OL0,Chris,0,0,5,1335052800,Awesome stuff,Works with chicken fish beef or pork. Fast easy and makes it taste excellent. Plus buying in bulk is more than 50% off from box stores,awesome stuff,works chicken fish beef pork fast easy makes taste excellent plus buying bulk box stores,"[('awesome', 'JJ'), ('stuff', 'NN')]","[('works', 'NNS'), ('chicken', 'VBP'), ('fish', 'JJ'), ('beef', 'NN'), ('pork', 'NN'), ('fast', 'JJ'), ('easy', 'JJ'), ('makes', 'VBZ'), ('taste', 'NN'), ('excellent', 'JJ'), ('plus', 'CC'), ('buying', 'VBG'), ('bulk', 'NN'), ('box', 'NN'), ('stores', 'NNS')]",0.6249,0.765
153,B005P0HHGK,AISCBGJRPPZ5G,"KT ""loves to read""",0,0,4,1326585600,tastes good,Got this for my brother who is on Jorge Cruise diet and decided to try one for myself.  It actually tastes pretty good.,tastes good,got brother jorge cruise diet decided try one actually tastes pretty good,"[('tastes', 'NNS'), ('good', 'JJ')]","[('got', 'VBD'), ('brother', 'RB'), ('jorge', 'NN'), ('cruise', 'NN'), ('diet', 'NN'), ('decided', 'VBD'), ('try', 'VB'), ('one', 'CD'), ('actually', 'RB'), ('tastes', 'VBZ'), ('pretty', 'JJ'), ('good', 'JJ')]",0.4404,0.7269
154,B002HQAXUW,A17ESTP5T7T1PH,Bumbeda1,1,1,1,1324944000,Rip off Price,"These singles sell for $2.50 - $3.36 at the store for 1 box of 24 singles. I'm not sure why Amazon is selling it for $9.99 for a box of 24 singles.  Hazelnut coffee creamer is my favorite, but truly this is not a good buy.",rip price,singles sell store box singles im sure amazon selling box singles hazelnut coffee creamer favorite truly good buy,"[('rip', 'NN'), ('price', 'NN')]","[('singles', 'NNS'), ('sell', 'VBP'), ('store', 'RB'), ('box', 'JJ'), ('singles', 'NNS'), ('im', 'VBP'), ('sure', 'JJ'), ('amazon', 'IN'), ('selling', 'VBG'), ('box', 'NN'), ('singles', 'NNS'), ('hazelnut', 'VBP'), ('coffee', 'NN'), ('creamer', 'NN'), ('favorite', 'JJ'), ('truly', 'RB'), ('good', 'JJ'), ('buy', 'NN')]",0.0,0.2502
155,B000SV90J8,A1CY94Z8YWQV12,Karas M. Stewart,1,1,5,1267401600,JELL-O,AWESOME!!! such a yummy flavor I got it as a healthy alternative to the desserts we normally eat and I am so glad that I did there are so many things you can do with Jello desserts and still have them taste good and be good for you. I will definitentally be purchasing this product again the flavor was so wonderful.,jello,awesome yummy flavor got healthy alternative desserts normally eat glad many things jello desserts still taste good good definitentally purchasing product flavor wonderful,"[('jello', 'NN')]","[('awesome', 'JJ'), ('yummy', 'NN'), ('flavor', 'NN'), ('got', 'VBD'), ('healthy', 'JJ'), ('alternative', 'JJ'), ('desserts', 'NNS'), ('normally', 'RB'), ('eat', 'VBP'), ('glad', 'JJ'), ('many', 'JJ'), ('things', 'NNS'), ('jello', 'NN'), ('desserts', 'NNS'), ('still', 'RB'), ('taste', 'RB'), ('good', 'JJ'), ('good', 'NN'), ('definitentally', 'RB'), ('purchasing', 'VBG'), ('product', 'NN'), ('flavor', 'NN'), ('wonderful', 'JJ')]",0.0,0.9803
156,B000SV90J8,A3OO3TXDSIJDHY,pianolover,0,0,5,1323648000,Great flavor of Jell-o.,"I went to 4 grocery stores looking for this flavor of Jello for my green tomato jam recipe and finally found it here. This jello is wonderful! Evidently it's only carried in the stores during the summer but with harvest time in the Fall, I couldn't find it anywhere in town. This Jello tastes like watermelon and the jam recipe I made with it takes like watermelon jam! Great made as regular Jello too. Yummy!",great flavor jello,went grocery stores looking flavor jello green tomato jam recipe finally found jello wonderful evidently carried stores summer harvest time fall couldnt find anywhere town jello tastes like watermelon jam recipe made takes like watermelon jam great made regular jello yummy,"[('great', 'JJ'), ('flavor', 'NN'), ('jello', 'NN')]","[('went', 'VBD'), ('grocery', 'NN'), ('stores', 'NNS'), ('looking', 'VBG'), ('flavor', 'NN'), ('jello', 'NN'), ('green', 'JJ'), ('tomato', 'NN'), ('jam', 'NN'), ('recipe', 'NN'), ('finally', 'RB'), ('found', 'VBD'), ('jello', 'NN'), ('wonderful', 'NN'), ('evidently', 'RB'), ('carried', 'VBD'), ('stores', 'NNS'), ('summer', 'NN'), ('harvest', 'NN'), ('time', 'NN'), ('fall', 'NN'), ('couldnt', 'NN'), ('find', 'VBP'), ('anywhere', 'JJ'), ('town', 'NN'), ('jello', 'NN'), ('tastes', 'NNS'), ('like', 'IN'), ('watermelon', 'NN'), ('jam', 'NN'), ('recipe', 'NN'), ('made', 'VBD'), ('takes', 'VBZ'), ('like', 'IN'), ('watermelon', 'NN'), ('jam', 'NN'), ('great', 'JJ'), ('made', 'VBD'), ('regular', 'JJ'), ('jello', 'NN'), ('yummy', 'NN')]",0.6249,0.9681
157,B0036VM05I,AUIVXYS8E4DEX,Dr. Christopher Lee,1,1,5,1327708800,Great Deal,What a deal this is the healthiest salt you can use.  This box should last our family the year no problem.  Iodized sea salt will not raise your blood pressure as regular salt will.,great deal,deal healthiest salt use box last family year problem iodized sea salt raise blood pressure regular salt,"[('great', 'JJ'), ('deal', 'NN')]","[('deal', 'NN'), ('healthiest', 'JJS'), ('salt', 'NN'), ('use', 'NN'), ('box', 'NN'), ('last', 'JJ'), ('family', 'NN'), ('year', 'NN'), ('problem', 'NN'), ('iodized', 'VBD'), ('sea', 'NN'), ('salt', 'NN'), ('raise', 'VB'), ('blood', 'NN'), ('pressure', 'NN'), ('regular', 'JJ'), ('salt', 'NN')]",0.6249,-0.7269
